age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,note_evaluation_precedente,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
42,0,-0.339,1,20,20,0.667,1.0,0,0.25,0,0,3,1,1,11,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.016,0,0.5835,0,1.333
29,0,-0.414,1,10,10,0.667,0.667,0,0.18,0,0,3,2,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.038,0,0.4165,0,7.0
55,0,-0.231,3,12,10,0.667,0.667,1,0.19,0,1,4,20,2,0,8,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.018,0,0.75,0,7.0
26,0,-0.374,1,5,5,0.667,0.667,1,0.13,0,1,3,11,2,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,-0.062,1,0.3335,0,0.75
37,1,-0.932,1,17,17,0.667,0.667,0,0.12,0,0,3,1,3,5,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.052,0,0.75,0,2.0
44,0,-0.71,3,19,1,0.667,1.0,1,0.22,1,1,0,24,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.036,0,0.66675,0,0.0
38,0,-0.161,9,10,2,0.667,0.667,0,0.14,0,1,2,23,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.015,0,0.75,0,1.0
26,0,-0.878,2,5,3,0.667,0.667,1,0.13,1,1,2,16,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.146,1,0.5,0,2.0
28,1,-0.678,1,5,5,0.667,1.0,0,0.21,0,0,3,8,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.113,1,0.91675,0,3.0
49,1,2.584,9,22,3,0.667,0.667,1,0.11,0,0,4,10,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0.112,0,0.5835,0,1.0
36,0,-0.429,4,10,8,0.667,0.667,0,0.12,0,0,2,3,3,7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.039,0,0.66675,0,0.0
31,1,-0.789,1,2,2,0.667,0.667,0,0.11,0,1,5,5,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-0.263,1,0.58325,0,0.667
26,0,-0.143,1,8,8,0.333,0.667,1,0.12,1,0,0,4,4,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.016,0,0.75,0,0.875
37,0,-0.888,1,4,4,0.667,0.667,1,0.12,0,3,3,9,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-0.178,1,0.58325,0,1.0
42,1,1.492,5,23,20,0.667,0.667,0,0.14,0,1,2,26,3,4,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.062,0,0.75,0,0.8
18,0,-1.08,1,0,0,0.667,0.667,0,0.13,1,0,2,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1.08,1,0.667,0,0.0
35,0,0.322,0,12,11,0.667,0.667,0,0.15,0,2,3,16,3,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.025,0,0.5,0,1.286
36,0,-0.598,4,4,1,1.0,0.667,0,0.18,0,2,2,18,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.12,1,0.8334999999999999,0,0.0
51,0,-0.217,5,13,4,0.0,0.667,0,0.18,0,1,3,2,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.016,0,0.75,0,0.5
41,0,2.021,1,22,22,0.667,0.667,0,0.19,0,0,2,2,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.088,0,0.58325,0,10.0
18,1,-1.127,1,0,0,0.333,0.667,0,0.12,0,0,2,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1.127,1,0.5835,0,0.0
28,0,-0.179,0,9,8,1.0,0.667,0,0.19,0,0,2,16,2,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.018,0,0.41675,1,3.0
31,0,0.091,4,10,8,1.0,0.667,0,0.11,0,1,3,7,3,7,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.008,0,0.49974999999999997,1,0.875
39,0,0.661,0,19,18,1.0,0.667,0,0.17,0,3,5,1,3,3,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.033,0,0.5,0,2.5
36,1,-0.176,7,11,9,0.667,0.667,0,0.15,0,1,3,24,4,0,8,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.015,0,0.5,0,8.0
32,0,-0.217,1,13,13,0.333,0.667,0,0.14,0,1,3,7,3,4,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.016,0,0.6667500000000001,0,1.6
38,1,1.181,3,19,10,0.333,0.667,0,0.17,0,1,2,25,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.059,0,0.41675,0,8.0
58,0,-0.179,2,12,5,0.0,0.667,1,0.13,0,1,2,1,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.014,0,0.8334999999999999,0,1.5
31,0,-0.357,0,6,5,0.667,0.667,1,0.12,0,1,4,5,4,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.051,0,0.7502500000000001,0,2.0
31,0,-0.02,3,9,2,0.333,0.667,0,0.12,0,0,1,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.002,0,0.41675,0,1.0
45,0,-0.275,1,24,24,0.667,0.667,0,0.18,0,1,2,7,3,9,11,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.011,0,0.16675,0,0.9
31,0,-0.809,0,3,2,0.667,0.667,1,0.18,0,1,2,2,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.202,1,0.5,0,0.667
33,1,1.142,6,12,10,0.667,0.667,0,0.11,0,2,2,5,4,8,8,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.088,0,0.58325,0,0.667
39,0,2.245,1,21,21,0.667,0.667,1,0.14,0,0,3,10,1,11,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.102,0,0.5835,0,0.75
43,1,-0.86,0,9,8,0.667,0.667,0,0.19,0,0,5,10,4,1,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.086,1,0.5835,0,3.5
49,1,1.585,7,25,7,0.333,0.667,1,0.12,0,0,2,1,2,0,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.061,0,0.7502500000000001,0,1.0
52,0,-0.332,2,11,8,0.333,0.667,0,0.15,1,0,3,8,4,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.028,0,0.33325,0,0.25
27,1,-0.855,1,4,4,0.667,0.667,1,0.12,0,0,2,5,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.171,1,0.4165,0,1.5
32,1,-0.271,1,13,13,0.333,0.667,1,0.11,0,0,2,8,2,11,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.019,0,0.66675,0,1.0
27,0,-0.43,1,5,5,0.667,0.667,1,0.11,0,0,3,2,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.072,1,0.5835,0,4.0
31,0,0.222,4,13,7,0.667,0.667,0,0.12,0,3,3,7,3,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.016,0,0.91675,0,3.5
32,1,-0.308,7,10,7,1.0,0.667,0,0.16,0,0,0,2,4,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.028,0,0.5,0,7.0
28,0,-0.646,5,5,3,0.0,0.667,1,0.13,1,0,4,2,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.108,1,0.58325,0,0.667
30,1,-0.155,1,11,10,0.667,0.667,0,0.13,0,2,2,28,2,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.013,0,0.91675,0,4.0
31,1,0.518,1,10,10,0.333,1.0,0,0.24,0,1,2,7,2,8,9,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.047,0,0.5002500000000001,0,1.0
39,0,2.713,1,21,21,0.333,0.667,0,0.15,0,1,2,7,2,13,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.123,0,0.5835,0,0.643
39,1,-0.269,4,12,1,0.667,0.667,1,0.18,1,0,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.021,0,0.5,0,0.0
33,0,-0.387,3,9,7,0.333,0.667,0,0.14,0,0,6,10,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,-0.039,0,0.58325,0,7.0
47,0,2.507,4,21,3,0.667,0.667,0,0.11,0,1,2,5,5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.114,0,0.66675,0,1.0
43,1,-0.265,1,9,9,0.333,0.667,0,0.11,0,1,3,10,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.027,0,0.66675,0,7.0
27,0,-0.033,0,6,5,0.667,0.667,1,0.13,0,1,0,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.005,0,0.66675,0,2.0
54,1,-0.347,3,20,4,0.667,0.667,0,0.12,0,0,4,20,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.017,0,0.75,0,3.0
43,1,0.74,8,10,1,0.667,0.667,0,0.16,0,1,1,7,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.067,0,0.25,0,0.0
45,0,-0.596,9,12,10,0.667,0.667,0,0.14,0,2,3,8,4,9,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.046,0,0.66675,0,0.9
40,0,0.203,2,6,4,0.0,1.0,1,0.22,0,3,2,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.029,0,0.58325,0,3.0
29,0,-0.931,1,7,7,0.0,0.667,1,0.11,1,0,4,8,4,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.116,1,0.4165,0,7.0
29,0,-0.535,0,4,3,0.333,0.667,0,0.17,0,0,2,9,5,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.107,1,0.66675,0,0.667
30,1,-0.082,1,10,10,0.333,0.667,0,0.13,0,3,2,5,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.007,0,0.7502500000000001,0,4.5
27,1,-0.061,1,8,8,0.667,0.667,0,0.18,0,1,3,8,4,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.007,0,0.33325000000000005,0,7.0
37,0,-0.033,7,8,6,0.667,0.667,0,0.16,0,2,2,5,2,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.004,0,0.75,0,2.0
38,0,1.064,0,12,11,0.333,0.667,1,0.14,0,1,3,15,2,2,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.082,0,0.66675,0,3.333
31,1,0.136,1,11,11,0.667,0.667,1,0.14,0,0,2,7,4,4,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.011,0,0.6667500000000001,0,1.8
29,1,0.375,1,7,7,0.333,0.667,1,0.14,0,2,2,10,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.047,0,0.5,0,3.5
35,0,0.338,0,17,16,0.667,0.667,0,0.13,0,0,5,5,4,0,13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.019,0,0.66675,0,6.0
23,0,-0.765,1,4,4,0.667,0.667,0,0.12,0,2,2,26,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.153,1,0.6667500000000001,0,2.0
41,0,-0.1,6,8,5,0.333,0.667,1,0.15,0,0,3,6,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.011,0,0.75,0,2.0
47,0,-0.749,3,5,0,0.667,0.667,0,0.19,0,0,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-0.125,1,0.41675,0,0.0
42,1,2.016,2,16,1,0.667,0.667,0,0.14,0,0,2,23,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.119,0,0.5,0,0.0
29,0,-0.394,1,4,4,0.667,0.667,0,0.14,0,1,3,2,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.079,1,0.5,0,3.0
42,0,-0.809,0,4,3,0.667,0.667,1,0.11,0,1,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.162,1,0.667,0,1.0
32,1,-0.878,1,8,8,0.667,0.667,0,0.13,0,1,4,2,3,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.098,1,0.5835,0,0.0
48,1,1.275,3,15,0,0.667,1.0,0,0.21,0,1,3,29,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.08,0,0.25,0,0.0
37,0,-0.112,4,13,7,1.0,0.667,1,0.13,0,2,2,6,3,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.008,0,0.3335,1,1.0
30,1,-0.375,7,4,2,0.667,0.667,1,0.12,0,1,2,25,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.075,1,0.75,0,0.667
26,0,-0.256,1,8,8,0.667,0.667,0,0.17,0,1,3,1,3,7,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.028,0,0.5835,0,0.875
42,0,0.059,3,14,1,0.333,1.0,0,0.23,0,0,6,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.004,0,0.5,0,0.0
21,1,-0.92,1,3,3,0.333,0.667,1,0.11,1,0,3,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-0.23,1,0.41675,0,1.0
36,1,0.032,4,7,1,0.667,0.667,0,0.15,0,0,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.004,0,0.75,0,0.0
36,0,0.679,4,16,13,0.333,0.667,0,0.11,0,1,2,3,4,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.04,0,0.41675,0,4.5
57,0,0.054,2,15,3,0.667,0.667,0,0.11,0,0,2,1,4,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.003,0,0.7502500000000001,0,1.0
40,1,-0.912,3,10,7,1.0,0.667,1,0.13,0,1,3,10,4,1,7,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.083,1,0.7502500000000001,0,3.5
21,0,-0.827,1,3,3,0.667,1.0,0,0.24,0,0,3,9,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.207,1,0.5,0,0.667
33,1,-0.776,1,1,1,0.667,0.667,1,0.13,1,0,2,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.388,1,0.66675,0,0.0
37,1,-0.648,6,17,5,0.667,1.0,0,0.2,0,1,3,10,3,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.036,0,0.41675,0,4.0
46,1,-0.265,2,7,1,0.667,0.667,0,0.14,0,0,2,7,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.033,0,0.7502500000000001,0,0.0
41,0,0.606,1,8,8,0.667,0.667,0,0.18,1,0,5,4,3,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.067,0,0.41675,0,0.875
50,0,0.848,6,20,4,0.333,0.667,0,0.15,0,0,2,10,3,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.04,0,0.91675,0,1.5
40,0,-0.026,2,8,6,0.333,0.667,1,0.12,1,2,6,22,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.003,0,0.5002500000000001,0,2.0
31,0,-0.817,0,3,2,0.333,0.667,1,0.16,0,0,5,9,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.204,1,0.66675,0,0.667
21,1,-0.805,1,1,1,1.0,0.667,0,0.15,1,0,0,12,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-0.402,1,0.66675,0,0.0
29,0,-0.914,9,6,3,0.667,0.667,0,0.16,0,0,4,23,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.131,1,0.91675,0,1.0
35,0,0.008,9,10,1,0.333,0.667,0,0.19,0,0,5,9,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.001,0,0.5835,0,1.0
27,0,-0.571,1,5,5,0.667,0.667,0,0.11,0,1,2,1,2,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.095,1,0.58325,0,2.0
28,0,-0.266,1,7,7,0.667,0.667,0,0.16,0,0,1,9,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.033,0,0.75,0,5.0
49,0,0.948,8,26,5,0.333,1.0,0,0.24,0,0,2,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.035,0,0.5835,0,2.0
51,1,-0.333,4,18,7,0.667,0.667,0,0.11,0,1,2,14,2,0,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.018,0,0.6667500000000001,0,7.0
36,1,-0.841,4,6,2,0.667,0.667,0,0.13,0,1,3,2,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.12,1,0.66675,0,0.667
34,0,-0.255,8,9,5,1.0,0.667,1,0.13,1,0,3,19,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.026,0,0.4165,1,2.0
55,1,2.158,2,30,5,0.667,0.667,1,0.13,0,0,2,2,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.07,0,0.7502500000000001,0,2.0
24,1,-0.477,1,5,5,0.667,0.667,1,0.12,0,1,2,10,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.08,1,0.91675,0,2.0
30,0,-0.856,1,1,1,0.667,0.667,0,0.18,0,1,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.428,1,0.41675,0,0.0
26,0,-0.723,0,7,6,0.667,1.0,0,0.22,1,0,2,3,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.09,1,0.5002500000000001,0,4.0
22,1,-0.905,1,2,2,0.667,0.667,0,0.13,0,1,1,11,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.302,1,0.5,0,0.5
36,0,0.232,1,10,10,0.333,0.667,0,0.13,0,2,2,2,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.021,0,0.5,0,0.9
30,0,-0.896,9,3,1,0.667,1.0,1,0.23,1,0,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.224,1,0.7502500000000001,0,0.0
37,1,-0.737,1,18,18,0.667,0.667,0,0.12,0,1,2,14,3,12,17,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.039,0,0.5,0,0.538
40,1,-0.167,7,8,5,0.667,0.667,0,0.12,0,2,5,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.019,0,0.66675,0,2.0
42,1,-0.834,3,8,5,0.667,0.667,0,0.16,0,1,5,1,4,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.093,1,0.33325000000000005,0,1.0
37,0,-0.49,2,18,1,0.667,0.667,1,0.12,0,0,2,10,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.026,0,0.58325,0,0.0
43,0,1.664,1,25,25,0.333,0.667,0,0.11,0,1,3,12,3,3,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.064,0,0.41675,0,2.5
40,1,-0.649,6,20,1,0.333,1.0,0,0.22,0,1,3,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.031,0,0.5,0,0.0
54,0,2.742,4,24,4,0.667,0.667,0,0.11,0,1,4,5,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.11,0,0.25,0,1.0
34,1,0.007,9,6,3,0.667,0.667,0,0.15,0,1,3,4,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001,0,0.5002500000000001,0,1.0
31,1,-0.467,1,13,13,0.667,0.667,0,0.12,0,1,5,7,2,3,12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.033,0,0.1665,0,2.5
43,0,-0.902,7,8,3,0.667,1.0,0,0.2,0,1,1,21,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,-0.1,1,0.66675,0,1.0
43,1,-0.421,4,8,5,0.667,0.667,1,0.14,0,0,3,8,4,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.047,0,0.7502500000000001,0,2.0
25,1,-0.428,1,5,5,0.333,0.667,1,0.11,0,0,3,4,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.071,1,0.58325,0,2.0
37,1,-0.436,3,15,13,0.667,0.667,1,0.15,0,2,2,25,5,10,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.027,0,0.41675,0,1.0
31,0,-0.91,1,4,4,0.333,0.667,0,0.12,0,1,3,1,2,3,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.182,1,0.5835,0,0.5
39,0,2.697,1,21,21,0.667,0.667,1,0.14,0,1,3,1,1,1,6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0.123,0,0.5835,0,4.0
56,1,1.426,9,36,7,1.0,0.667,0,0.11,0,3,0,6,3,7,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0.039,0,0.5,0,0.875
30,1,0.016,0,6,5,0.667,0.667,0,0.11,0,0,6,12,3,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.002,0,0.5,0,0.8
41,0,0.401,1,10,10,1.0,0.667,0,0.16,0,1,2,1,3,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.036,0,0.41675,1,7.0
28,0,-0.413,1,10,10,0.667,0.667,0,0.12,0,1,2,17,2,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.038,0,0.5835,0,0.0
25,0,-0.525,5,6,2,0.667,0.667,0,0.13,1,1,5,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.075,1,0.3335,0,2.0
52,0,0.312,2,28,5,0.333,0.667,1,0.14,0,0,4,3,3,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.011,0,0.7502500000000001,0,4.0
45,0,-0.818,3,8,2,0.667,1.0,0,0.21,0,2,3,10,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.091,1,0.58325,0,2.0
52,1,2.136,2,31,5,0.667,0.667,0,0.13,0,0,2,4,2,1,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.067,0,0.75,0,1.0
42,1,-0.414,2,19,5,0.667,0.667,0,0.11,0,1,3,29,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-0.021,0,0.41675,0,4.0
30,1,-0.088,2,11,5,0.0,1.0,0,0.2,0,0,2,2,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.007,0,0.7502500000000001,0,4.0
60,1,2.776,5,33,29,0.667,0.667,0,0.11,0,0,5,7,3,11,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.082,0,0.25,0,0.667
46,1,-0.36,2,19,10,0.667,0.667,0,0.14,0,1,5,18,3,0,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.018,0,0.5835000000000001,0,7.0
42,1,-0.421,0,7,6,0.333,0.667,0,0.11,0,3,4,28,4,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-0.053,0,1.0,0,5.0
24,1,-0.701,1,6,5,0.667,0.667,1,0.16,1,0,4,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.1,1,0.33325000000000005,0,1.5
34,1,-0.882,0,3,2,0.0,0.667,0,0.16,1,1,3,6,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-0.22,1,0.75,0,1.0
38,0,-1.02,1,1,1,0.667,1.0,1,0.23,0,1,3,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,-0.51,1,0.8334999999999999,0,0.0
40,1,2.452,0,21,20,0.667,0.667,0,0.14,0,0,2,2,4,1,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.111,0,0.7502500000000001,0,7.5
26,1,-0.769,1,3,3,0.667,1.0,0,0.22,0,2,3,23,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.192,1,0.33325,0,2.0
30,0,-0.936,4,9,5,0.667,0.667,0,0.15,0,1,3,3,3,1,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.094,1,0.5835,0,1.5
29,0,1.154,1,10,10,0.333,0.667,0,0.18,0,0,2,3,4,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.105,0,0.5835,0,2.0
29,1,-0.841,5,6,2,0.333,0.667,0,0.16,1,0,2,25,5,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.12,1,0.58325,0,1.0
19,0,-0.837,1,1,1,0.333,0.667,0,0.12,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.418,1,0.66675,0,0.0
30,1,0.406,0,10,9,0.667,0.667,0,0.11,0,0,3,22,4,7,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0.5002500000000001,0,1.0
