age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,note_evaluation_precedente,niveau_hierarchique_poste,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,rapport_revenu_experience,sous_paye,satisfaction_generale,demotivation_importante,stagnation_poste
46,1,2.305,3,28,7,7,0.0,4,0.667,1,0.12,0,1,2,2,3,1,7,7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.079,0,0.4165,0,0.875
28,0,-0.657,2,5,0,0,0.667,1,0.667,0,0.11,1,0,5,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.11,1,0.3335,0,0.0
29,0,0.042,2,10,0,0,0.333,2,0.667,0,0.19,0,2,2,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0.33325000000000005,0,0.0
31,0,-0.193,0,10,9,0,0.333,2,1.0,0,0.21,0,1,2,23,3,1,7,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.018,0,0.58325,0,0.0
25,0,-0.543,1,6,6,3,1.0,2,0.667,0,0.12,0,2,2,5,2,0,1,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.078,1,0.5,0,1.5
45,0,1.558,0,21,20,7,0.667,4,0.667,1,0.14,0,0,2,20,2,1,4,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.071,0,0.66675,0,1.4
36,0,-0.718,0,16,15,13,0.667,1,0.667,0,0.11,0,1,4,6,3,1,10,11,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.042,0,0.8334999999999999,0,1.182
55,0,2.515,0,37,36,10,0.667,5,0.667,1,0.14,0,0,2,1,3,1,4,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.066,0,0.5835,0,2.0
47,0,1.193,1,10,10,7,0.667,3,0.667,1,0.12,1,1,2,29,4,0,9,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.108,0,0.4165,0,0.7
28,0,-0.964,1,5,5,2,0.667,1,1.0,0,0.23,0,1,3,9,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.161,1,0.83325,0,2.0
37,0,0.01,4,7,5,4,0.667,2,0.667,0,0.14,0,1,5,6,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0.75,0,4.0
21,0,-0.713,1,3,3,2,0.333,1,0.667,0,0.17,0,0,4,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.178,1,0.66675,0,1.0
37,1,1.581,2,15,5,2,0.667,3,0.667,1,0.18,0,2,2,1,4,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.099,0,0.41675,0,2.0
35,1,1.226,7,10,7,7,1.0,3,0.667,0,0.18,0,1,6,22,3,1,6,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.111,0,0.333,1,1.0
38,1,-0.188,1,8,8,0,1.0,2,1.0,1,0.24,0,1,3,7,2,1,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.021,0,0.3335,0,0.0
26,1,-0.013,1,6,6,5,0.667,2,1.0,0,0.2,0,1,6,1,3,2,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.002,0,0.25,0,2.5
50,0,2.515,3,28,10,4,0.667,5,0.667,0,0.14,0,2,4,4,1,1,1,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.087,0,0.1665,0,2.0
53,0,2.462,3,21,5,3,0.667,4,0.667,1,0.16,0,3,5,3,4,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.112,0,0.6667500000000001,0,1.5
42,0,-0.342,1,20,20,16,0.667,2,1.0,0,0.25,0,0,3,1,1,1,11,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.016,0,0.5835,0,1.333
29,0,-0.421,1,10,10,7,0.667,2,0.667,0,0.18,0,0,3,2,2,2,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.038,0,0.4165,0,7.0
55,0,-0.23,3,12,10,7,0.667,2,0.667,1,0.19,0,1,4,20,2,1,0,8,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.018,0,0.75,0,7.0
26,0,-0.379,1,5,5,3,0.667,2,0.667,1,0.13,0,1,3,11,2,2,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.063,1,0.3335,0,0.75
37,1,-0.96,1,17,17,12,0.667,1,0.667,0,0.12,0,0,3,1,3,1,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.053,0,0.75,0,2.0
44,0,-0.729,3,19,1,0,0.667,1,1.0,1,0.22,1,1,0,24,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.036,0,0.66675,0,0.0
38,0,-0.157,9,10,2,2,0.667,2,0.667,0,0.14,0,1,2,23,4,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.014,0,0.75,0,1.0
26,0,-0.903,2,5,3,2,0.667,1,0.667,1,0.13,1,1,2,16,4,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.15,1,0.5,0,2.0
28,1,-0.696,1,5,5,3,0.667,1,1.0,0,0.21,0,0,3,8,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.116,1,0.91675,0,3.0
49,1,2.515,9,22,3,2,0.667,5,0.667,1,0.11,0,0,4,10,4,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.109,0,0.5835,0,1.0
36,0,-0.436,4,10,8,0,0.667,2,0.667,0,0.12,0,0,2,3,3,1,7,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.04,0,0.66675,0,0.0
31,1,-0.811,1,2,2,2,0.667,1,0.667,0,0.11,0,1,5,5,3,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.27,1,0.58325,0,0.667
26,0,-0.139,1,8,8,7,0.333,2,0.667,1,0.12,1,0,0,4,4,1,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.015,0,0.75,0,0.875
37,0,-0.913,1,4,4,2,0.667,1,0.667,1,0.12,0,3,3,9,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.183,1,0.58325,0,1.0
42,1,1.564,5,23,20,4,0.667,4,0.667,0,0.14,0,1,2,26,3,2,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.065,0,0.75,0,0.8
18,0,-0.964,1,0,0,0,0.667,1,0.667,0,0.13,1,0,2,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.964,1,0.667,0,0.0
35,0,0.346,0,12,11,9,0.667,3,0.667,0,0.15,0,2,3,16,3,1,6,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.027,0,0.5,0,1.286
36,0,-0.612,4,4,1,0,1.0,1,0.667,0,0.18,0,2,2,18,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.122,1,0.8334999999999999,0,0.0
51,0,-0.215,5,13,4,1,0.0,2,0.667,0,0.18,0,1,3,2,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.015,0,0.75,0,0.5
41,0,2.115,1,22,22,10,0.667,4,0.667,0,0.19,0,0,2,2,4,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.092,0,0.58325,0,10.0
18,1,-0.964,1,0,0,0,0.333,1,0.667,0,0.12,0,0,2,10,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.964,1,0.5835,0,0.0
28,0,-0.176,0,9,8,3,1.0,2,0.667,0,0.19,0,0,2,16,2,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.018,0,0.41675,1,3.0
31,0,0.105,4,10,8,7,1.0,2,0.667,0,0.11,0,1,3,7,3,1,7,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.01,0,0.49974999999999997,1,0.875
39,0,0.699,0,19,18,10,1.0,3,0.667,0,0.17,0,3,5,1,3,1,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.035,0,0.5,0,2.5
36,1,-0.173,7,11,9,8,0.667,2,0.667,0,0.15,0,1,3,24,4,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.014,0,0.5,0,8.0
32,0,-0.215,1,13,13,8,0.333,2,0.667,0,0.14,0,1,3,7,3,1,4,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.015,0,0.6667500000000001,0,1.6
38,1,1.24,3,19,10,8,0.333,3,0.667,0,0.17,0,1,2,25,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.062,0,0.41675,0,8.0
58,0,-0.176,2,12,5,3,0.0,2,0.667,1,0.13,0,1,2,1,4,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.014,0,0.8334999999999999,0,1.5
31,0,-0.361,0,6,5,2,0.667,1,0.667,1,0.12,0,1,4,5,4,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.052,0,0.7502500000000001,0,2.0
31,0,-0.01,3,9,2,2,0.333,2,0.667,0,0.12,0,0,1,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.001,0,0.41675,0,1.0
45,0,-0.275,1,24,24,9,0.667,3,0.667,0,0.18,0,1,2,7,3,2,9,11,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.011,0,0.16675,0,0.9
31,0,-0.832,0,3,2,2,0.667,1,0.667,1,0.18,0,1,2,2,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.208,1,0.5,0,0.667
33,1,1.2,6,12,10,6,0.667,3,0.667,0,0.11,0,2,2,5,4,2,8,8,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.092,0,0.58325,0,0.667
39,0,2.348,1,21,21,9,0.667,4,0.667,1,0.14,0,0,3,10,1,1,11,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.107,0,0.5835,0,0.75
43,1,-0.885,0,9,8,7,0.667,1,0.667,0,0.19,0,0,5,10,4,2,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.088,1,0.5835,0,3.5
49,1,1.661,7,25,7,1,0.333,4,0.667,1,0.12,0,0,2,1,2,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.064,0,0.7502500000000001,0,1.0
52,0,-0.335,2,11,8,2,0.333,2,0.667,0,0.15,1,0,3,8,4,1,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.028,0,0.33325,0,0.25
27,1,-0.88,1,4,4,3,0.667,1,0.667,1,0.12,0,0,2,5,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.176,1,0.4165,0,1.5
32,1,-0.271,1,13,13,12,0.333,2,0.667,1,0.11,0,0,2,8,2,1,11,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.019,0,0.66675,0,1.0
27,0,-0.437,1,5,5,4,0.667,2,0.667,1,0.11,0,0,3,2,3,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.073,1,0.5835,0,4.0
31,0,0.242,4,13,7,7,0.667,2,0.667,0,0.12,0,3,3,7,3,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.017,0,0.91675,0,3.5
32,1,-0.31,7,10,7,7,1.0,2,0.667,0,0.16,0,0,0,2,4,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.028,0,0.5,0,7.0
28,0,-0.662,5,5,3,2,0.0,1,0.667,1,0.13,1,0,4,2,4,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11,1,0.58325,0,0.667
30,1,-0.15,1,11,10,8,0.667,2,0.667,0,0.13,0,2,2,28,2,1,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.012,0,0.91675,0,4.0
31,1,0.55,1,10,10,9,0.333,3,1.0,0,0.24,0,1,2,7,2,2,8,9,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.05,0,0.5002500000000001,0,1.0
39,0,2.515,1,21,21,9,0.333,5,0.667,0,0.15,0,1,2,7,2,2,13,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.114,0,0.5835,0,0.643
39,1,-0.269,4,12,1,0,0.667,2,0.667,1,0.18,1,0,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.021,0,0.5,0,0.0
33,0,-0.392,3,9,7,7,0.333,2,0.667,0,0.14,0,0,6,10,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.039,0,0.58325,0,7.0
47,0,2.515,4,21,3,2,0.667,5,0.667,0,0.11,0,1,2,5,5,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.114,0,0.66675,0,1.0
43,1,-0.265,1,9,9,7,0.333,2,0.667,0,0.11,0,1,3,10,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.027,0,0.66675,0,7.0
27,0,-0.023,0,6,5,4,0.667,2,0.667,1,0.13,0,1,0,1,1,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.003,0,0.66675,0,2.0
54,1,-0.351,3,20,4,3,0.667,2,0.667,0,0.12,0,0,4,20,4,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.017,0,0.75,0,3.0
43,1,0.781,8,10,1,0,0.667,3,0.667,0,0.16,0,1,1,7,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.071,0,0.25,0,0.0
45,0,-0.61,9,12,10,9,0.667,2,0.667,0,0.14,0,2,3,8,4,1,9,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047,0,0.66675,0,0.9
40,0,0.222,2,6,4,3,0.0,2,1.0,1,0.22,0,3,2,1,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.032,0,0.58325,0,3.0
29,0,-0.959,1,7,7,7,0.0,1,0.667,1,0.11,1,0,4,8,4,1,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.12,1,0.4165,0,7.0
29,0,-0.547,0,4,3,2,0.333,1,0.667,0,0.17,0,0,2,9,5,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.109,1,0.66675,0,0.667
30,1,-0.075,1,10,10,9,0.333,2,0.667,0,0.13,0,3,2,5,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.007,0,0.7502500000000001,0,4.5
27,1,-0.053,1,8,8,7,0.667,2,0.667,0,0.18,0,1,3,8,4,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.006,0,0.33325000000000005,0,7.0
37,0,-0.024,7,8,6,2,0.667,2,0.667,0,0.16,0,2,2,5,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.003,0,0.75,0,2.0
38,0,1.118,0,12,11,10,0.333,3,0.667,1,0.14,0,1,3,15,2,1,2,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.086,0,0.66675,0,3.333
31,1,0.152,1,11,11,9,0.667,3,0.667,1,0.14,0,0,2,7,4,1,4,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.013,0,0.6667500000000001,0,1.8
29,1,0.401,1,7,7,7,0.333,2,0.667,1,0.14,0,2,2,10,1,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.05,0,0.5,0,3.5
35,0,0.363,0,17,16,6,0.667,3,0.667,0,0.13,0,0,5,5,4,1,0,13,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.02,0,0.66675,0,6.0
23,0,-0.786,1,4,4,2,0.667,1,0.667,0,0.12,0,2,2,26,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.157,1,0.6667500000000001,0,2.0
41,0,-0.094,6,8,5,4,0.333,2,0.667,1,0.15,0,0,3,6,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.01,0,0.75,0,2.0
47,0,-0.77,3,5,0,0,0.667,2,0.667,0,0.19,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.128,1,0.41675,0,0.0
42,1,2.11,2,16,1,0,0.667,4,0.667,0,0.14,0,0,2,23,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.124,0,0.5,0,0.0
29,0,-0.4,1,4,4,3,0.667,2,0.667,0,0.14,0,1,3,2,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.08,1,0.5,0,3.0
42,0,-0.832,0,4,3,2,0.667,1,0.667,1,0.11,0,1,5,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.166,1,0.667,0,1.0
32,1,-0.904,1,8,8,0,0.667,1,0.667,0,0.13,0,1,4,2,3,1,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.1,1,0.5835,0,0.0
48,1,1.338,3,15,0,0,0.667,3,1.0,0,0.21,0,1,3,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.084,0,0.25,0,0.0
37,0,-0.106,4,13,7,7,1.0,2,0.667,1,0.13,0,2,2,6,3,1,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.008,0,0.3335,1,1.0
30,1,-0.38,7,4,2,2,0.667,2,0.667,1,0.12,0,1,2,25,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.076,1,0.75,0,0.667
26,0,-0.256,1,8,8,7,0.667,2,0.667,0,0.17,0,1,3,1,3,1,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.028,0,0.5835,0,0.875
42,0,0.072,3,14,1,0,0.333,2,1.0,0,0.23,0,0,6,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005,0,0.5,0,0.0
21,1,-0.947,1,3,3,2,0.333,1,0.667,1,0.11,1,0,3,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.237,1,0.41675,0,1.0
36,1,0.044,4,7,1,0,0.667,2,0.667,0,0.15,0,0,6,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0.75,0,0.0
36,0,0.718,4,16,13,9,0.333,3,0.667,0,0.11,0,1,2,3,4,2,1,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.042,0,0.41675,0,4.5
57,0,0.066,2,15,3,2,0.667,2,0.667,0,0.11,0,0,2,1,4,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.004,0,0.7502500000000001,0,1.0
40,1,-0.938,3,10,7,7,1.0,1,0.667,1,0.13,0,1,3,10,4,1,1,7,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.085,1,0.7502500000000001,0,3.5
21,0,-0.851,1,3,3,2,0.667,1,1.0,0,0.24,0,0,3,9,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.213,1,0.5,0,0.667
33,1,-0.797,1,1,1,0,0.667,1,0.667,1,0.13,1,0,2,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.398,1,0.66675,0,0.0
37,1,-0.664,6,17,5,4,0.667,1,1.0,0,0.2,0,1,3,10,3,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.037,0,0.41675,0,4.0
46,1,-0.265,2,7,1,0,0.667,2,0.667,0,0.14,0,0,2,7,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.033,0,0.7502500000000001,0,0.0
41,0,0.642,1,8,8,7,0.667,2,0.667,0,0.18,1,0,5,4,3,2,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.071,0,0.41675,0,0.875
50,0,0.894,6,20,4,3,0.333,3,0.667,0,0.15,0,0,2,10,3,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.043,0,0.91675,0,1.5
40,0,-0.017,2,8,6,4,0.333,2,0.667,1,0.12,1,2,6,22,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.002,0,0.5002500000000001,0,2.0
31,0,-0.84,0,3,2,2,0.333,1,0.667,1,0.16,0,0,5,9,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.21,1,0.66675,0,0.667
21,1,-0.827,1,1,1,0,1.0,1,0.667,0,0.15,1,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.414,1,0.66675,0,0.0
29,0,-0.941,9,6,3,2,0.667,1,0.667,0,0.16,0,0,4,23,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.134,1,0.91675,0,1.0
35,0,0.019,9,10,1,1,0.333,2,0.667,0,0.19,0,0,5,9,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.002,0,0.5835,0,1.0
27,0,-0.584,1,5,5,2,0.667,1,0.667,0,0.11,0,1,2,1,2,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.097,1,0.58325,0,2.0
28,0,-0.266,1,7,7,5,0.667,2,0.667,0,0.16,0,0,1,9,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.033,0,0.75,0,5.0
49,0,0.998,8,26,5,2,0.333,3,1.0,0,0.24,0,0,2,7,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.037,0,0.5835,0,2.0
51,1,-0.336,4,18,7,7,0.667,2,0.667,0,0.11,0,1,2,14,2,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.018,0,0.6667500000000001,0,7.0
36,1,-0.865,4,6,2,2,0.667,1,0.667,0,0.13,0,1,3,2,3,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.124,1,0.66675,0,0.667
34,0,-0.255,8,9,5,2,1.0,2,0.667,1,0.13,1,0,3,19,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.026,0,0.4165,1,2.0
55,1,2.258,2,30,5,4,0.667,4,0.667,1,0.13,0,0,2,2,3,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.073,0,0.7502500000000001,0,2.0
24,1,-0.486,1,5,5,2,0.667,2,0.667,1,0.12,0,1,2,10,4,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.081,1,0.91675,0,2.0
30,0,-0.88,1,1,1,0,0.667,1,0.667,0,0.18,0,1,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.44,1,0.41675,0,0.0
26,0,-0.742,0,7,6,4,0.667,1,1.0,0,0.22,1,0,2,3,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.093,1,0.5002500000000001,0,4.0
22,1,-0.932,1,2,2,1,0.667,1,0.667,0,0.13,0,1,1,11,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.311,1,0.5,0,0.5
36,0,0.252,1,10,10,9,0.333,3,0.667,0,0.13,0,2,2,2,2,1,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.023,0,0.5,0,0.9
30,0,-0.923,9,3,1,0,0.667,1,1.0,1,0.23,1,0,4,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.231,1,0.7502500000000001,0,0.0
37,1,-0.757,1,18,18,7,0.667,1,0.667,0,0.12,0,1,2,14,3,1,12,17,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.04,0,0.5,0,0.538
40,1,-0.164,7,8,5,4,0.667,2,0.667,0,0.12,0,2,5,2,2,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.018,0,0.66675,0,2.0
42,1,-0.858,3,8,5,2,0.667,1,0.667,0,0.16,0,1,5,1,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.095,1,0.33325000000000005,0,1.0
37,0,-0.5,2,18,1,0,0.667,2,0.667,1,0.12,0,0,2,10,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.026,0,0.58325,0,0.0
43,0,1.744,1,25,25,10,0.333,4,0.667,0,0.11,0,1,3,12,3,1,3,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.067,0,0.41675,0,2.5
40,1,-0.665,6,20,1,0,0.333,2,1.0,0,0.22,0,1,3,2,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.032,0,0.5,0,0.0
54,0,2.515,4,24,4,2,0.667,5,0.667,0,0.11,0,1,4,5,2,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.101,0,0.25,0,1.0
34,1,0.018,9,6,3,2,0.667,2,0.667,0,0.15,0,1,3,4,4,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.003,0,0.5002500000000001,0,1.0
31,1,-0.475,1,13,13,10,0.667,2,0.667,0,0.12,0,1,5,7,2,1,3,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.034,0,0.1665,0,2.5
43,0,-0.928,7,8,3,2,0.667,1,1.0,0,0.2,0,1,1,21,3,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.103,1,0.66675,0,1.0
43,1,-0.428,4,8,5,2,0.667,2,0.667,1,0.14,0,0,3,8,4,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.048,0,0.7502500000000001,0,2.0
