age,genre,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,departement_Ressources Humaines,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_encoded
28,0,-0.8301394934489478,1,1,1,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0,0.15,1,2,2,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
50,0,-0.37713500795339117,3,5,0,0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.14,1,0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
33,1,-0.46765091359180916,0,4,3,2,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.17,0,1,3,7,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
34,0,-0.748760169835065,3,6,0,0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.17,0,3,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,0,2.205967961169255,2,27,5,4,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0,0.22,0,0,3,1,4,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,1,-0.19334097420402138,1,15,15,10,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,2,9,4,4,12,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,0,0.8376054440063166,7,18,8,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0,0.19,0,0,4,7,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
38,0,0.4753293428009114,0,9,8,7,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.14,0,2,2,10,4,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,-0.8475627428910846,4,11,7,5,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0,0.22,0,1,1,28,4,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
28,1,0.24479000567019893,0,10,9,7,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.17,0,3,3,3,3,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
46,0,2.3292055791746127,3,23,12,9,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.12,0,1,3,3,1,4,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
38,0,0.1801964955432528,7,10,1,0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.16,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
43,1,0.9172849384063324,8,18,8,7,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,1,1,27,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
39,0,1.203918639594656,7,21,18,7,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.11,1,3,4,2,3,11,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
40,0,2.788371945570437,1,21,20,7,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,0,0.14,0,0,2,14,3,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
21,1,-0.9419032642607033,1,2,2,2,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,0.11,0,0,6,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39,0,0.05929614270696211,9,9,5,4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.15,0,0,2,9,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36,0,0.2711373584851375,2,18,11,9,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0,0.2,0,0,0,18,4,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31,0,-0.7887061563609395,0,3,2,2,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.12,0,1,4,20,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
28,0,-0.7015899091502557,0,6,5,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0,0.17,0,0,2,2,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,-0.3261401315373811,1,5,5,2,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.11,0,1,3,11,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
49,0,1.405985837393096,6,22,9,8,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.17,0,1,3,8,4,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
34,0,-0.5248076709080872,2,5,3,2,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0,0.11,0,0,3,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
29,1,-0.6824668304942518,0,8,7,5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0,0.14,0,2,2,10,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
42,0,-0.47402527314381043,4,16,1,0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.19,0,0,3,29,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
29,0,-0.307442010184844,1,10,10,7,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0.15,0,1,2,8,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
38,0,-0.7774447878190707,1,7,7,6,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0,0.13,0,1,2,1,3,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
28,0,-0.8074042777134766,1,3,3,1,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.14,0,1,2,6,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
18,0,-0.9771747204484437,1,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.12,1,0,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,1,0.3656903585064896,0,6,5,2,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1,0.17,1,0,3,9,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
41,0,-0.3690608191875229,3,6,1,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,1,0.11,0,1,4,12,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
31,0,-0.8271647923246805,1,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.12,1,1,5,15,3,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
37,1,-0.16401892026481554,7,9,6,2,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.13,0,2,2,25,2,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
27,0,-0.8422507765977502,1,4,4,2,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.13,0,1,0,6,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,1,-0.16763105734428294,1,6,6,5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0,0.2,0,0,3,9,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,-0.46318886190540826,1,6,5,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0,0.17,0,0,2,8,4,1,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
29,1,0.17700931576725215,1,11,11,8,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0,0.13,1,1,3,23,1,3,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
40,1,1.4865152464000455,9,20,18,7,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.17,0,0,3,9,4,2,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
42,0,1.5415472171989897,0,22,21,9,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.12,1,0,2,12,3,13,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
42,0,-0.2864066236632398,7,9,6,4,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0,0.13,0,0,3,4,4,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,-0.9019572777348287,6,10,8,0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.12,0,1,2,1,4,1,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
24,0,-0.6174483630638389,8,6,4,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0,0.22,0,0,2,24,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
28,1,-0.8473502642393512,1,1,1,1,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,1,0.11,1,0,4,12,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
26,0,-0.4425784326872709,1,8,8,7,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0,0.22,0,1,2,3,4,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
30,0,0.015950497753353506,1,10,10,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,0.18,0,1,3,10,3,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
40,1,-0.4421534753838041,3,16,1,1,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,1,0.13,0,1,3,26,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
35,0,0.8012715945599094,2,15,7,7,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0,0.18,0,1,2,2,3,6,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
34,0,-0.24646063713736524,0,14,13,9,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0,0.2,0,0,3,1,3,4,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
35,0,-0.8768847968302904,1,2,2,2,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0,0.13,0,1,2,4,4,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
43,1,-0.24582320118216514,8,7,4,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.13,1,0,2,9,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
32,1,-0.7810569248985381,1,1,1,0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.12,0,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
56,1,2.855727678169917,4,28,5,2,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,2,4,4,4,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
29,1,-0.7164634147715919,1,10,10,8,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,5,6,1,0,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19,0,-0.8394885541252163,1,1,1,1,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0,0.25,0,0,4,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,1,-0.43046714953846843,4,7,3,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1,0.19,0,1,2,7,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
37,1,-0.0061472820269175485,1,14,14,8,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.13,0,1,2,1,3,3,11,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
20,0,-0.7372863226414627,1,2,2,2,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0,0.12,0,0,2,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
44,0,-0.7578967518596001,1,6,6,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.11,1,0,4,10,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
53,1,2.571643720802394,3,26,7,7,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.18,0,1,6,7,2,4,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
29,1,-0.9210803563908325,0,6,5,4,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1,0.18,0,1,2,15,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,0,-0.7755324799534703,0,1,0,0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.11,1,1,5,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
46,1,2.2406019814017952,8,28,26,15,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0,0.23,0,0,2,2,3,15,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
44,0,-0.8951579608793607,2,6,0,0,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,0,3,17,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,-0.6168109271086387,1,5,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,2,2,3,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
41,0,-0.9340415541465684,6,5,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0,0.17,1,1,2,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,-0.5073844214659504,8,8,4,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.19,0,3,3,29,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
40,0,-0.4623389472984748,5,5,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0,0.12,0,3,2,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
50,1,2.4122847320023624,2,32,2,2,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0,0.22,0,1,3,2,3,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
28,0,-0.7026523024089225,1,6,6,5,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.12,0,3,2,19,4,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
46,0,2.6725710803757474,5,25,4,2,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0,0.11,0,1,2,15,2,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
35,0,0.5233495180926542,3,15,7,7,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6666666666666666,1,0.15,0,3,2,17,4,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
24,1,-0.9121562530180307,1,1,1,0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0,0.13,1,1,3,17,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
33,1,-0.4172934731309992,1,10,10,7,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0,0.12,0,1,3,25,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
36,0,-0.7993300889476084,1,7,7,7,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.14,0,1,4,6,4,1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
30,0,-0.6399711001475767,1,10,10,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0,0.13,0,3,4,7,4,8,9,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
44,0,-0.4168685158275324,1,20,20,11,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,0,0.25,0,0,3,29,4,13,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,-0.812716244006811,1,2,2,1,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.17,0,0,2,21,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
46,0,0.18614589779178728,2,12,6,3,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.11,0,1,3,2,4,1,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
42,0,-0.049067969677059405,7,10,4,3,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0,0.16,0,1,3,2,5,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60,0,-0.2725955113005704,0,12,11,7,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.18,0,1,3,7,4,1,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
32,1,-0.7989051316441416,1,2,2,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0,0.2,0,1,2,13,3,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
32,1,-0.3197657719853798,4,10,8,7,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.14,0,0,2,2,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36,1,0.7965970642217751,2,17,7,7,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1,0.21,0,1,2,1,3,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
33,0,-0.7908309428782733,0,15,14,10,0.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.13,0,1,5,9,3,4,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,1,0.0741696483282984,7,7,5,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0,0.12,0,1,2,10,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,-0.3299647472685818,0,5,4,3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.14,0,0,4,10,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
30,0,-0.6212729787950396,0,12,11,9,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.0,1,0.21,0,1,2,1,3,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
42,1,1.4210718216661657,3,20,1,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0.17,0,0,6,26,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
35,1,0.8231568956884471,4,16,13,2,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1,0.11,0,1,6,8,2,4,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,-0.9068442867246963,1,9,9,7,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1,0.14,0,2,3,14,3,6,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,1,0.849716727155119,7,33,5,4,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0,0.17,0,1,2,1,4,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
44,1,-0.9544395047129725,1,10,10,5,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.13,0,1,5,2,1,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19,1,-0.9867362597764455,1,1,1,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1,0.25,1,0,2,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1,-0.5828143428312987,1,3,3,2,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.15,0,3,5,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54,0,2.3959238758188928,3,36,10,9,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0,0.14,0,0,2,3,3,0,9,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
31,0,0.07013255394536426,1,6,6,5,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1,0.12,0,0,2,11,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
31,1,0.06567050225896337,1,10,10,9,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.19,0,0,2,24,3,1,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
59,1,-0.28300696523550584,5,13,6,1,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0,0.17,0,0,2,3,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,2.812594511868042,3,25,8,7,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.14,0,1,2,3,3,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49,0,2.5939539792343984,2,23,1,0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0,0.13,0,1,2,4,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
36,0,-0.5972628911491682,1,12,11,10,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.12,0,0,2,3,3,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
48,0,-0.8380012035630827,5,7,1,0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0.11,0,0,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,0,-0.8469253069358844,1,5,5,3,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0,0.11,0,3,2,4,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,0.025512037081355403,1,6,6,0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1,0.11,0,2,2,7,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
48,0,2.499188500561313,6,25,1,0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0,0.12,0,0,3,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
29,1,2.044271707200156,3,9,7,7,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.14,0,2,2,1,3,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
34,1,-0.832476758618015,0,2,1,0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0,0.17,0,0,5,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,2.4881396106711775,7,26,22,9,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.11,0,1,5,5,3,3,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33,0,0.3988370281768962,0,10,9,8,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1,0.14,0,2,3,10,5,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
19,1,-0.7455729900590643,1,1,1,0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1,0.12,0,0,2,25,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
23,0,-1.1218726822788723,1,1,1,0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0,0.22,0,1,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
